Property Name,Reported,Tax Parcel,Largest Property Type,Building Address,Zip,Reported Gross Floor Area (Sq Ft),Site EUI (Energy Use Intensity kBtu/ft²),ENERGY STAR Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Water Intensity (gal/sf),Onsite Renewable (kWh),User Submitted Info,User Submitted Link,Property Owner Name,Estimated Total GHG Emissions (kgCO2e),Reporting Compliance Status,First Emissions Compliance Year (Projected)
Dale Village Condo Trust,Reported,1903888000,Multifamily Housing,25 Harrison St,2131,191967.0,,92.0,,Multifamily Housing,1989.0,471.2,2.5,8237999.6,0.242,0.7598,,,,,,21.81,Not Available,There are 18 buildings with 6 units each.  Total of 108 units:,,,471200.0,submitted,
Commonwealth Square Condo Trust,Reported,2101776000,Multifamily Housing,9 Commonwealth Court,2135,82350.0,,98.0,,Multifamily Housing,1964.0,239.4,2.9,3304358.3,0.4315,,,0.5685,,,,57.31,Not Available,,,,239400.0,submitted,
Lindsay Place Condo Trust,Reported,300028000,Multifamily Housing,13-27 Bowdoin St,2114,51000.0,,34.0,,Multifamily Housing,1999.0,228.5,4.5,4064391.7,0.1825,0.8175,,,,,,20.11,Not Available,,,,228500.0,submitted,
Tremont on the Common Condominium,Reported,304850000,Multifamily Housing,151 Tremont Street,2111,635000.0,,93.0,,"Heated Swimming Pool, Multifamily Housing, Parking",1967.0,1424,2.8,21111019,0.3924,0.38,0.5768,,,,,19.86,Not Available,,,,1424000.0,submitted,
The Starboard Condominiums,Reported,203511400,Multifamily Housing,45 First Avenue,2129,47454.0,,94.0,,Multifamily Housing,2013.0,107.4,2.3,1750985.7,0.4829,0.5171,,,,,,22.59,Not Available,,,,107400.0,submitted,
Cliffmont Estates Condominium,Reported,1804765000,Multifamily Housing,57A - 145B Grew Ave.,2131,215010.0,,100.0,,"Multifamily Housing, Parking",1987.0,195.8,1.7,3085887.4,0.668,0.3932,,,,,,34.38,Not Available,"sq. footage of buildings is an estimate.  
sq. footage of parking is an estimate.  ",,,195800.0,submitted,
Building 104,Reported,203515760,Multifamily Housing,104 First Avenue,2129,57597.0,,13.0,,"Multifamily Housing, Parking",1910.0,227.3,4.8,3908759.7,0.2954,0.746,,,,,,35.83,Not Available,,,,227300.0,submitted,
10 PO Square,Reported,303878000,Office,10 Post Office Square,2109,454520.0,,82.0,"2020, 2019, 2018","Bar/Nightclub, Office",1920.0,1433.8,3.2,22193625.8,0.6753,0.3247,,,,,,5.92,Not Available,0303880000; 0303879000;  0303878000,,,1433800.0,submitted,
71-77 Summer,Reported,304561000,Office,71-77 Summer St.,2110,62246.0,,66.0,"2020, 2019, 2018, 2017, 2016",Office,1901.0,233.4,3.7,3451096,0.8534,0.1466,,,,,,15.53,Not Available,This report covers parcels 0304561000 and 0304562000.,,,233400.0,submitted,
The Eliot Hotel,Reported,503800000,Hotel,370 Commonwealth Avenue,2215,72950.0,,74.0,,"Hotel, Restaurant",1925.0,370.3,5.1,5977868.9,0.5187,0.4813,,,,,,27.52,Not Available,,,,370300.0,submitted,
75 Kneeland St,Reported,305237000,Office,75 Kneeland St,2111,226320.0,,71.0,,"Office, Restaurant",1928.0,961.5,4.2,15105485.5,0.6194,0.386,,,,,,5.27,Not Available,,,,961500.0,submitted,
803 Summer Street,Reported,603405050,Office,803 Summer Street,2127,36000.0,,82.0,,Office,1986.0,96,2.7,1464352.3,0.73,0.27,,,,,,7.64,Not Available,,,,96000.0,submitted,
King Terminal,Reported,603405060,Office,60 K Street,2127,222018.0,,,,Office,1900.0,814.1,3.7,13967269.5,0.34,0.696,,,,,,4.66,Not Available,,,,814100.0,submitted,
65 Bay St,Reported,1503130010,Manufacturing/Industrial Plant,65 Bay St ,2125,78000.0,,,,Manufacturing/Industrial Plant,2002.0,126.4,1.6,1802764.3,1.0,,,,,,,Not Available,Not Available, Property vacant as of October 2019,,,126400.0,submitted,
9 Dewar St,Reported,1503117000,Manufacturing/Industrial Plant,9 Dewar St,2125,38800.0,,,,Manufacturing/Industrial Plant,1900.0,31.2,0.8,445470.7,1.0,,,,,,,12.46,Not Available, Property vacant as of January 2016,,,31200.0,submitted,
Cadigan Alumni Center,Reported,2205268040,Office,2121 Commonwealth Avenue,2135,68729.0,,91.0,"2021, 2020, 2019, 2018, 2017, 2013",Office,2007.0,168.4,2.4,2856932,0.3416,0.6584,,,,,,0,Not Available,Water usage for this property is filed under Boston College Parcel ID 2102473001.,,,168400.0,submitted,
Reservoir Apartments,Reported,2102464000,Multifamily Housing,2000 Commonwealth Ave,2135,288433.0,,85.0,"2021, 2020, 2019, 2018, 2017",Multifamily Housing,2017.0,732.2,2.5,12014841,0.4599,0.541,,,,,,0,Not Available,"WAS UNDER RENOVATION
2102464000
2102464002
2102464004
2102464006
2102464008
2102464010
2102464012
2102464014
2102464016
2102464018
2102464020
2102464022
2102464024
2102464026
2102464028
2102464030
2102464032
2102464034
2102464036
2102464038
2102464040
2102464042
2102464044
2102464046
2102464048
2102464050
2102464052
2102464054
2102464056
2102464058
2102464060
2102464062
2102464064
2102464066
2102464068
2102464070
2102464072
2102464074
2102464076
2102464078
2102464080
2102464082
2102464084
2102464086
2102464088
2102464090
2102464092
2102464094
2102464096
2102464098
2102464100
2102464102
2102464104
2102464106
2102464108
2102464110
2102464112
2102464114
2102464116
2102464118
2102464120
2102464122
2102464124
2102464126
2102464128
2102464130
2102464132
2102464134
2102464136
2102464138
2102464140
2102464142
2102464144
2102464146
2102464148
2102464150
2102464152
2102464154
2102464156
2102464158
2102464160
2102464162
2102464164
2102464166
2102464168
2102464170
2102464172
2102464174
2102464376",,,732200.0,submitted,
BC  129 Lake St Offices,Reported,2205268078,Office,129 Lake Street,2135,90645.0,,75.0,"2018, 2017, 2013",Office,2007.0,318.5,3.5,4952109.8,0.6587,0.3413,,,,,,0,Not Available,"Water usage for this property is filed under Boston College Parcel ID 2102473001.

EMA filed an amended BERDO CY-2017 filing which include missing kitchen gas.   

We have not entered the DHW energy! ",,,318500.0,submitted,
Thomas More Apartments,Reported,2102443000,Multifamily Housing,2150 Commonwealth Ave,2135,239667.0,,96.0,"2020, 2019, 2018","Medical Office, Multifamily Housing",2016.0,705,2.9,12316039.2,0.2423,0.7577,,,,,,0,Not Available,"This property's water is listed here and not as part of the BC Boston Campus as is 2000 Com. Ave., 129 Lake, Cadigan, and Stayer.  2150 is the exception to the rule. ",,,705000.0,submitted,
BC Stayer Hall,Reported,2102473020,Multifamily Housing,110 St Thomas More Rd,2135,104278.0,,62.0,2013,Multifamily Housing,1990.0,361.9,3.5,6018073.1,0.4128,0.5872,,,,,,0,Not Available,Water usage for this property is filed under Boston College Parcel ID 2102473001.,,,361900.0,submitted,
Boston College   (BERDO),Reported,2102473001,College/University,140 Commonwealth Ave,2467,2746696.0,,,,College/University,1863.0,11906.5,4.3,187638504.7,0.4994,0.362,0.1386,,,,,20.15,Not Available,riendriend,,,11906500.0,submitted,
98 N. Washington Street,Reported,301518000,Office,98 N. Washington Street,2114,80530.0,,92.0,,Office,1920.0,210.6,2.6,3220458.6,0.7219,0.2781,,,,,,6.34,Not Available,,,,210600.0,submitted,
"55 Court, LLC",Reported,302892000,Office,55 Court Street,2108,49591.0,,,,"Office, Retail Store",1968.0,270.4,5.5,4561791.4,0.3626,0.6374,,,,,,7.14,Not Available,The retail store is VACANT.,,,270400.0,submitted,
205 Portland Street,Reported,301651000,Office,205 Portland Street,2114,48869.0,,,,"Office, Retail Store",1900.0,57.5,1.2,885629.3,0.6958,0.342,,,,,,9.92,Not Available,,,,57500.0,submitted,
100 North Washington Street,Reported,301512000,Office,100 North Washington Street,2114,63848.0,,94.0,,"Office, Parking",1985.0,99.6,1.8,1420228.5,1.0,,,,,,,3.03,Not Available,,,,99600.0,submitted,
239 Causeway Street,Reported,1517000,Office,239 Causeway Street,2114,66225.0,,,,Office,1917.0,136.1,2.1,2385124.9,0.2317,0.7683,,,,,,3.75,Not Available,There was an average of 50% vacancy in 2014.,,,136100.0,submitted,
The Seville Condominium Trust,Reported,105937000,Multifamily Housing,250 Meridian Street,2128,85910.0,,93.0,,"Multifamily Housing, Other, Parking, Retail Store",2016.0,160.1,2.2,2379401.1,0.8324,0.1676,,,,,,19.66,Not Available,,,,160100.0,submitted,
22-36 Old Colony Ave.,Reported,600324000,Other,10-50 Old Colony Ave.,2127,78704.0,,,,"Fitness Center/Health Club/Gym, Manufacturing/Industrial Plant, Office, Other",1924.0,135.1,1.7,2188399.2,0.557,0.4943,,,,,,2.41,Not Available,,,,135100.0,submitted,
58-70 Old Colony Ave,Reported,600368000,Other,60 Old Colony Ave,2127,44449.0,,,,"Food Service, Medical Office, Non-Refrigerated Warehouse, Other, Retail Store",1930.0,228.7,5.1,3463427.2,0.7592,0.248,,,,,,10.61,Not Available,Unable to obtain water usage for Potable Indoor Meter #2 from 11/22/2017 – 6/22/2018 because of an ownership change. Water usage was estimated for the time period.,,,228700.0,submitted,
Cyprus,Reported,2100170000,Multifamily Housing,829 833 Beacon St,2215,50634.0,,89.0,,Multifamily Housing,1920.0,183.7,3.6,3251757,0.1984,0.816,,,,,,26.62,Not Available,,,,183700.0,submitted,
28 Damrell Street,Reported,700254000,Manufacturing/Industrial Plant,28 Damrell Street,2127,83000.0,,,,Manufacturing/Industrial Plant,1900.0,257.8,3.1,4122222.5,0.5541,0.4459,,,,,,8.87,Not Available, ,,,257800.0,submitted,
"300 A Street, LLC",Reported,601166060,Office,300 A Street ,2210,111683.0,,69.0,,Office,1904.0,577.5,5.2,9503760.2,0.4499,0.551,,,,,,1.22,Not Available,"
",,,577500.0,submitted,
Chestnut Hill Gardens Condo,Reported,2205126010,Multifamily Housing,163-165 Chestnut Hill Ave,2135,46577.0,,,,"Multifamily Housing, Parking",2003.0,88,2,1362585.7,0.6743,0.3257,,,,,,43.55,Not Available,,,,88000.0,submitted,
Savin Hill Apts: 130 Aukland,Reported,1503123000,Multifamily Housing,130 Auckland St,2125,117715.0,,100.0,,Multifamily Housing,1980.0,121,1,1725758.8,1.0,,,,,,,48.61,Not Available,"Roof replaced in 2009
All Windows replaced",,,121000.0,submitted,
Keystone: 151 Hallet Street,Reported,1604327000,Multifamily Housing,151 Hallet St,2124,229500.0,,100.0,,Multifamily Housing,1979.0,247.7,1.1,3532187.9,1.0,,,,,,,33.7,Not Available,Windows replace on second and third floors of building,,,247700.0,submitted,
150 Mt Vernon: 150 Mount Vernon Street,Submitted with possible data errors,1303448200,Office,150 Mount Vernon Street,2125,129800.0,,,,Office,1984.0,0,0,Not Available,,,,,,,,Not Available,Not Available,renovated 2001. ,,,0.0,submitted,
Feldberg Garage,Reported,401862020,Parking,340 Brookline Ave,2115,159333.0,,,,Parking,1975.0,2.4,0,690922.5,1.0,,,,,,,Not Available,Not Available,,,,2400.0,submitted,
Boston Children's Hospital,Reported,401851000,Other - Specialty Hospital,300 Longwood Ave,2115,2595372.0,,,,"Other, Other - Specialty Hospital, Parking",1914.0,65239.4,29.3,978953635.5,0.2278,,0.4756,,,0.2966,,24.8,Not Available,"Boston Children's Hospital is composed of numerous buildings constructed between 1914 through 2015. This is as of May 1, 2015

CHB MAIN property increased sq ft during 2014 by 117,345,  this is included in the total sq ft for CHB MAIN",,,65239400.0,submitted,
333 Longwood Ave,Reported,401855000,Medical Office,333 Longwood Ave,2115,89787.0,,48.0,,Medical Office,1986.0,508,5.7,7242867.7,1.0,,,,,,,7.93,Not Available,,,,508000.0,submitted,
298 HAMPTON HOUSE,Municipal,900890000,Multifamily Housing,155 Northhampton St.,2118,55472.0,,5.0,,Multifamily Housing,1973.0,285.7,5.2,4326053.8,0.761,0.2399,,,,,,62.13,Not Available,,,,285700.0,submitted,
271 PATRICIA WHITE,Municipal,2102001000,Multifamily Housing,20 Washington St.,2135,271704.0,,83.0,,Multifamily Housing,1978.0,712.5,2.6,12037295.2,0.3573,0.6427,,,,,,37.48,Not Available,,,,712500.0,submitted,
257 LOWER MILLS,Municipal,1703554000,Multifamily Housing,2262 Dorchester Ave.,2124,110110.0,,71.0,,Multifamily Housing,1972.0,466.2,4.2,7975746.8,0.3138,0.6862,,,,,,41,Not Available,,,,466200.0,submitted,
504 FANEUIL,Municipal,2202616000,Multifamily Housing,266 North Beacon Street,2135,225372.0,,1.0,,Multifamily Housing,1950.0,2909.9,12.9,39850287.8,0.1437,0.285,,0.8278,,,,103.46,Not Available,,,,2909900.0,submitted,
505 FAIRMOUNT,Municipal,1810142000,Multifamily Housing,43 Bow Street,2136,180000.0,,1.0,,Multifamily Housing,1951.0,1314.2,7.3,22796576.8,0.2664,0.7336,,,,,,101.56,Not Available,,,,1314200.0,submitted,
512 SOUTH STREET,Municipal,1103307000,Multifamily Housing,15 St. Rose Street,2130,124863.0,,6.0,,Multifamily Housing,1953.0,820.2,6.6,14839525.8,0.1269,0.8731,,,,,,76.99,Not Available,,,,820200.0,submitted,
262 HASSAN,Municipal,1801546000,Multifamily Housing,705 River St.,2126,60440.0,,,,Multifamily Housing,1974.0,352.6,5.8,5028129.6,1.0,,,,,,,73.62,Not Available,,,,352600.0,submitted,
299 WASHINGTON MANOR,Municipal,900650000,Multifamily Housing,1701 Washington St.,2118,55472.0,,12.0,,Multifamily Housing,1973.0,228.5,4.1,3276872.2,0.9764,0.236,,,,,,102.02,Not Available,,,,228500.0,submitted,
251 CODMAN,Municipal,1704614000,Multifamily Housing,784 Washington St.,2124,64230.0,,,,Multifamily Housing,1972.0,350.1,5.5,5917389.4,0.3555,0.6445,,,,,,63.6,Not Available,,,,350100.0,submitted,
283 PEABODY SQUARE,Municipal,1601530000,Multifamily Housing,1875 Dorchester Ave,2122,73200.0,,,,Multifamily Housing,1982.0,260.4,3.6,4248782,0.481,0.5199,,,,,,62.99,Not Available,,,,260400.0,submitted,
101 CHARLESTOWN,Municipal,202920000,Multifamily Housing,55 Bunker Hill St.,2129,800238.0,,22.0,,Multifamily Housing,1940.0,5007,6.3,86938041.8,0.2632,0.7368,,,,,,84.14,Not Available,,,,5007000.0,submitted,
226 POND STREET,Municipal,1902006000,Multifamily Housing,29 Pond St.,2130,28000.0,,1.0,,Multifamily Housing,1951.0,276.3,9.9,4971364.5,0.1444,0.8556,,,,,,50.03,Not Available,,,,276300.0,submitted,
228 ASHMONT,Municipal,1603120000,Multifamily Housing,374 Ashmont St,2124,21600.0,,1.0,,Multifamily Housing,1962.0,307.4,14.2,5564524.5,0.1255,0.8745,,,,,,74.54,Not Available,,,,307400.0,submitted,
290 JOSEPH C. MALONE,Municipal,1811091000,Multifamily Housing,11 Gordon Ave,2136,82800.0,,75.0,,Multifamily Housing,1981.0,277.8,3.4,4811175.4,0.2721,0.7279,,,,,,59.05,Not Available,,,,277800.0,submitted,
602 FRANKLIN FIELD SENIOR,Municipal,1402862000,Multifamily Housing,91 Ames Street,2124,46420.0,,100.0,,Multifamily Housing,1963.0,75.1,1.6,1408718.7,0.12,0.988,,,,,,101.62,Not Available,,,,75100.0,submitted,
254 PASCIUCCO,Municipal,1502943000,Multifamily Housing,330 Bowdoin St.,2122,64830.0,,,,Multifamily Housing,1973.0,329.3,5.1,5638420.2,0.3112,0.6888,,,,,,49.81,Not Available,,,,329300.0,submitted,
295 COMMONWEALTH ELDERLY,Municipal,2101848000,Multifamily Housing,"2-4,6-8 Fidelis Way",2135,71938.0,,,,Multifamily Housing,1951.0,246.4,3.4,4211354.9,0.3172,0.6828,,,,,,Not Available,Not Available,,,,246400.0,submitted,
229 HOLGATE,Municipal,1202342000,Multifamily Housing,129 Elm Hill Ave.,2119,63162.0,,1.0,,Multifamily Housing,1962.0,602.9,9.5,10906055.9,0.1271,0.8729,,,,,,53.2,Not Available,,,,602900.0,submitted,
252 HERITAGE,Municipal,105398000,Multifamily Housing,209 Sumner St.,2128,278674.0,,61.0,,Multifamily Housing,1975.0,924.9,3.3,15196786.9,0.4552,0.5448,,,,,,46.6,Not Available,,,,924900.0,submitted,
250 ROCKLAND TOWERS,Municipal,2011609000,Multifamily Housing,5300 Washington St.,2132,47460.0,,,,Multifamily Housing,1972.0,206,4.3,3110965.8,0.7697,0.233,,,,,,119.68,Not Available,,,,206000.0,submitted,
107 HEATH,Municipal,1002333000,Multifamily Housing,30 Bickford Street,2130,279963.0,,8.0,,Multifamily Housing,1942.0,1682.4,6,30210838.8,0.1512,0.8488,,,,,,79.41,Not Available,,,,1682400.0,submitted,
653 CLIFTON/BALCHELDER-SPEC. NEEDS,Municipal,800038000,Multifamily Housing,62 Clifton Street,2125,15500.0,,100.0,,Multifamily Housing,1985.0,14.8,1,210424.1,1.0,,,,,,,60.87,Not Available,,,,14800.0,submitted,
603 MONSIGNOR POWERS,Municipal,602527000,Multifamily Housing,120 L St.,2127,40500.0,,1.0,,Multifamily Housing,1978.0,220.5,5.4,3327265.7,0.7735,0.2265,,,,,,61.56,Not Available,,,,220500.0,submitted,
507 ARCHDALE,Municipal,1903515000,Multifamily Housing,120 Brookway Road,2131,306414.0,,13.0,,Multifamily Housing,1952.0,1666.5,5.4,29477382.2,0.21,0.799,,,,,,82.81,Not Available,,,,1666500.0,submitted,
193 HIGHLAND PARK,Municipal,903491000,Multifamily Housing,50-68 Highland Ave.,2119,12685.0,,,,Multifamily Housing,1983.0,159.6,12.6,2863870.6,0.1543,0.8457,,,,,,251.97,Not Available,,,,159600.0,submitted,
601 FRANKLIN FIELD FAMILY,Municipal,1402862000,Multifamily Housing,91 Ames Street,2124,33600.0,,1.0,,Multifamily Housing,1958.0,618.4,18.4,11179303.9,0.1295,0.875,,,,,,121.94,Not Available,,,,618400.0,submitted,
277 BELLFLOWER,Municipal,703210000,Multifamily Housing,24 Bellflower St.,2125,85000.0,,80.0,,Multifamily Housing,1981.0,268.3,3.2,4556436.7,0.3394,0.666,,,,,,52.44,Not Available,,,,268300.0,submitted,
756 705-6 CONDOMINIUMS,Municipal,803001000,Multifamily Housing,122 Blue Hill Ave,2119,107117.0,,6.0,,Multifamily Housing,1978.0,755.2,7,12239449.2,0.545,0.4955,,,,,,106.41,Not Available,,,,755200.0,submitted,
510 GALLIVAN,Municipal,1800257000,Multifamily Housing,115 Standard Street,2126,241144.0,,1.0,,Multifamily Housing,1953.0,1926.1,8,34261449.6,0.1823,0.8177,,,,,,99.57,Not Available,,,,1926100.0,submitted,
189 FRANKLIN FIELD,Municipal,1402862000,Multifamily Housing,91 Ames St.,2124,402572.0,,45.0,,Multifamily Housing,1954.0,2137.9,5.3,36572972.1,0.3139,0.6861,,,,,,76.41,Not Available,,,,2137900.0,submitted,
501 WEST BROADWAY,Municipal,600307000,Multifamily Housing,81 Orton Marotta Way,2127,580000.0,,95.0,,Multifamily Housing,1949.0,942,1.6,13485152.8,0.9835,0.165,,,,,,75.77,Not Available,,,,942000.0,submitted,
230 FOLEY,Municipal,701516000,Multifamily Housing,199 H St.,2127,84224.0,,36.0,,Multifamily Housing,1963.0,409.6,4.9,7069405.2,0.2837,0.7163,,,,,,29.13,Not Available,,,,409600.0,submitted,
253 ST. BOTOLPH,Municipal,400975000,Multifamily Housing,70 St. Botolph St.,2116,90944.0,,26.0,,Multifamily Housing,1973.0,378.1,4.2,5744536.9,0.7463,0.2537,,,,,,63.74,Not Available,,,,378100.0,submitted,
111 WHITTIER,Municipal,902643000,Multifamily Housing,1158 Tremont St.,2119,164352.0,,100.0,,Multifamily Housing,1953.0,91.8,0.6,1623450.2,0.22,0.798,,,,,,1.18,Not Available,,,,91800.0,submitted,
123 ME MCCORMACK,Municipal,702853000,Multifamily Housing,10 Kemp St.,2127,859162.0,,1.0,,Multifamily Housing,1938.0,8003.8,9.3,143602169.2,0.154,0.846,,,,,,80.83,Not Available,,,,8003800.0,submitted,
174 RUTLAND,Municipal,900540000,Multifamily Housing,62 Rutland St.,2118,11200.0,,,,Multifamily Housing,1982.0,0.1,0,1949.3,1.0,,,,,,,0,Not Available,,,,100.0,submitted,
119 BROMLEY PARK,Municipal,1001851000,Multifamily Housing,30 Bickford St.,2130,588634.0,,60.0,,Multifamily Housing,1954.0,2994.7,5.1,53836624.5,0.1475,0.8525,,,,,,78.22,Not Available,,,,2994700.0,submitted,
114 ALICE TAYLOR,Municipal,402043700,Multifamily Housing,260 Ruggles St.,2120,389949.0,,13.0,,Multifamily Housing,1951.0,2038.7,5.2,35655151.7,0.2389,0.7611,,,,,,78.58,Not Available,,,,2038700.0,submitted,
182 COMMONWEALTH,Municipal,2101831100,Multifamily Housing,35 Fidelis Way,2135,465238.0,,74.0,,Multifamily Housing,1951.0,1673.7,3.6,29477280.3,0.2153,0.7847,,,,,,75.62,Not Available,,,,1673700.0,submitted,
249 TORRE UNIDAD,Municipal,1806659000,Multifamily Housing,80 West Dedham St.,2118,128250.0,,,,Multifamily Housing,1974.0,724.7,5.7,11127736.6,0.758,0.2942,,,,,,76.98,Not Available,,,,724700.0,submitted,
106 CATHEDRAL,Municipal,801209010,Multifamily Housing,1472 Washington St.,2118,571440.0,,47.0,,Multifamily Housing,1951.0,2443.8,4.3,42512302,0.2568,0.7432,,,,,,46.27,Not Available,,,,2443800.0,submitted,
508 ORIENT HEIGHTS,Municipal,102280000,Multifamily Housing,38 Vallar Road,2128,263200.0,,76.0,,Multifamily Housing,1952.0,1015.3,3.9,18315976.1,0.1362,0.8638,,,,,,46.25,Not Available,,,,1015300.0,submitted,
241 EVA WHITE (CASTLE SQ),Municipal,500478004,Multifamily Housing,440 Tremont St.,2116,104748.0,,46.0,,Multifamily Housing,1968.0,418.2,4,7255869.4,0.2655,0.7345,,,,,,49.34,Not Available,,,,418200.0,submitted,
247 GENERAL WARREN,Municipal,203861000,Multifamily Housing,114 Rutherford Ave.,2129,88600.0,,66.0,,Multifamily Housing,1972.0,245.7,2.8,3956402.7,0.5284,0.4716,,,,,,42.55,Not Available,,,,245700.0,submitted,
502 CAMDEN,Municipal,901233000,Multifamily Housing,50 & 60 Camden Street,2118,52974.0,,,,Multifamily Housing,1949.0,0,0,Not Available,,,,,,,,Not Available,Not Available,,,,0.0,submitted,
124 OLD COLONY,Municipal,700538010,Multifamily Housing,265 East 9th St.,2127,334068.0,,61.0,,Multifamily Housing,1940.0,1422.6,4.3,25321985.5,0.182,0.8198,,,,,,44.31,Not Available,,,,1422600.0,submitted,
245 AMORY STREET,Submitted with possible data errors,1101208000,Multifamily Housing,125 Amory St.,2119,156000.0,,,,Multifamily Housing,1973.0,0,0,Not Available,,,,,,,,0,Not Available,,,,0.0,submitted,
244 FREDERICK DOUGLAS,Municipal,402595000,Multifamily Housing,755 Tremont St.,2118,55472.0,,3.0,,Multifamily Housing,1973.0,297.4,5.4,4515872.6,0.7482,0.2518,,,,,,75.7,Not Available,,,,297400.0,submitted,
300 CENTRAL OFFICE,Municipal,304555000,Office,52 Chauncy St.,2111,79056.0,,78.0,,Office,1915.0,250.8,3.2,3728161.4,0.8315,0.1685,,,,,,6.15,Not Available,,,,250800.0,submitted,
104 LENOX,Municipal,901447000,Multifamily Housing,136 Lenox St.,2118,199545.0,,2.0,,Multifamily Housing,1940.0,1940.5,9.7,35020436.7,0.135,0.865,,,,,,70.82,Not Available,,,,1940500.0,submitted,
272 ROSLYN,Municipal,1805623000,Multifamily Housing,1 Cliffmont St.,2131,130920.0,,51.0,,Multifamily Housing,1977.0,524.4,4,9083549.4,0.2714,0.7286,,,,,,33.52,Not Available,,,,524400.0,submitted,
227 ANNAPOLIS,Municipal,1301797000,Multifamily Housing,52 Sumner St.,2122,57800.0,,27.0,,Multifamily Housing,1962.0,265.3,4.6,4735503.2,0.1713,0.8287,,,,,,35.72,Not Available,,,,265300.0,submitted,
236 WEST NINTH STREET,Municipal,700386000,Multifamily Housing,195 West Ninth St.,2127,73000.0,,12.0,,Multifamily Housing,1940.0,424.6,5.8,7636528.3,0.1458,0.8542,,,,,,40.5,Not Available,,,,424600.0,submitted,
237 J.J. CARROLL,Municipal,2102552000,Multifamily Housing,130 Chestnut Hill Ave,2135,54100.0,,10.0,,Multifamily Housing,1966.0,340.9,6.3,6167621.3,0.1273,0.8727,,,,,,55.7,Not Available,,,,340900.0,submitted,
238 MEADE APARTMENTS,Municipal,1700958000,Multifamily Housing,5 Melville Ave,2124,29984.0,,9.0,,Multifamily Housing,1969.0,183.4,6.1,3242502.8,0.231,0.7969,,,,,,53.93,Not Available,,,,183400.0,submitted,
242 WALNUT PARK,Municipal,1101630000,Multifamily Housing,1990 Columbus Ave.,2119,121640.0,,19.0,,Multifamily Housing,1970.0,540.7,4.4,8266885.3,0.7221,0.2779,,,,,,57.54,Not Available,,,,540700.0,submitted,
